date,WaterLevelElevation,PPT_mm,Tmin_deg,Tmean_deg,Tmax_deg,Tdmean_deg,vpdmin_hPa,vpdmax_hPa
1/27/2015,644.71,0,4.7,13.6,22.5,2.7,1.97,20.58
1/28/2015,644.46,0,5.9,16.5,27.1,3.6,1.85,29.15
1/29/2015,644.46,0,6.4,16.4,26.3,6.7,0.19,26.48
1/30/2015,644.62,0,11.4,17.3,23.3,9.2,0.51,13.96
1/31/2015,644.55,0.05,10.4,13.1,15.8,4,2.16,9.85
2/1/2015,645.13,7.86,10.4,13.7,17,13.7,0.09,1.73
2/2/2015,645.67,0,4.5,14.3,24.1,7.1,0.3,15.74
2/3/2015,645.37,0.22,3.5,7,10.5,-3.4,2.72,8.68
2/4/2015,645.18,8.79,4.6,6,7.3,4.2,0.26,2.68
2/5/2015,645.54,0.3,7,9.3,11.6,7.9,0.48,2.48
2/6/2015,645.7,0,5.9,7.1,8.2,1.9,2.02,3.66
2/7/2015,645.7,0,6.3,9.7,13.2,5.1,1.7,5.96
2/8/2015,646.05,0,10.7,15.4,20.1,10.5,0.41,11.24
2/9/2015,646.45,0,9.5,16.6,23.7,11.5,0.34,13.47
2/10/2015,645.68,0,8.2,18.1,28,7.1,1.61,29.33
2/11/2015,645.67,0,7.7,17.2,26.7,7.4,1.14,25.32
2/12/2015,645.58,0,8.1,16,23.9,9.1,0.67,18.55
2/13/2015,645.16,0,9.1,13.5,17.9,2.2,4.47,13.12
2/14/2015,644.83,0,8.7,14.4,20.1,5.6,0.82,14.43
2/15/2015,645.28,0,8.8,16,23.2,11.7,0.72,14.64
2/16/2015,645.4,1.18,15.4,18.3,21.2,15.5,1.22,8.66
2/17/2015,645.55,1.27,3.8,10.8,17.9,1.8,0.89,6.08
2/18/2015,645,0,0.1,6.5,12.8,-2.3,1.16,9.72
2/19/2015,645.02,0,0.2,8.8,17.5,-0.8,0.97,14.52
2/20/2015,644.81,0,3.7,12.3,20.9,7.9,1.09,14.97
2/21/2015,644.4,0,14.8,20.1,25.4,14.5,2,17.09
2/22/2015,644.8,0,13.2,19.7,26.2,13.2,2.34,18.14
2/23/2015,644.68,0,2.2,10.5,18.9,7.1,0.91,5.59
2/24/2015,644.33,0,-0.1,1.1,2.3,-2.1,0.65,2.11
2/25/2015,644.17,0.03,0,2.5,5,-0.4,0.36,3.11
2/26/2015,644.37,0,2.4,10.5,18.7,-0.5,0.56,16.75
2/27/2015,644.02,0,2,8.8,15.5,-0.7,1.57,10.1
2/28/2015,643.95,0.41,0.7,1.7,2.6,-2.2,0.52,3.09
3/1/2015,644.25,6.53,1,2.9,4.7,2.2,0.19,0.88
3/2/2015,644.37,0.69,4.3,6.2,8.1,5.5,0.21,0.93
3/3/2015,644.17,3.71,5,7,8.9,6.3,0.05,1.7
3/4/2015,644.28,0.95,8.1,12.6,17,12.6,0.18,2.16
3/5/2015,644.53,4.01,0.8,10.7,20.6,9.9,0.23,2.82
3/6/2015,644.19,0,-0.4,4.5,9.4,-5.2,1.4,8.04
3/7/2015,643.98,0,-0.2,6.2,12.5,-2.8,2.26,9.99
3/8/2015,644.23,10.22,6.2,11,15.7,2.5,0.28,12.75
3/9/2015,644.79,18.49,10.3,12.2,14.2,11.2,0.21,1.76
3/10/2015,645.43,13.55,11.2,13.5,15.9,12,0.38,3.15
3/11/2015,646.14,0,9.3,14.2,19.1,9.5,0.65,9.63
3/12/2015,646.18,0,8.7,12.3,15.9,9.6,0.6,5.65
3/13/2015,646.16,0,8.9,16.5,24.1,10.4,0.31,18.27
3/14/2015,646.18,0,9.7,17,24.4,9.7,0.73,20.06
3/15/2015,646.23,0,11.3,18.1,24.8,8.7,1.78,21.11
3/16/2015,646.05,0,11.7,17.9,24.1,10.4,1.51,19.05
3/17/2015,645.76,0.3,14.5,17.9,21.3,14.9,0.45,10.57
3/18/2015,645.16,6.15,16.2,19.7,23.3,17.6,0.57,8.3
3/19/2015,645.5,0.16,16.2,19.3,22.3,16.9,0.46,8.23
3/20/2015,645.7,0,18.8,21.8,24.9,19,0.58,9.2
3/21/2015,645.41,37.19,14.3,18.2,22,16.3,0.59,4.79
3/22/2015,646.74,3.81,13.5,15.5,17.5,14.6,0.28,2.66
3/23/2015,647.94,0,13.4,19.5,25.7,14.3,0.43,17.32
3/24/2015,647.88,0,12.9,19.8,26.7,15.9,0.57,15.42
3/25/2015,647.67,0,16.3,21.9,27.5,16.2,0.73,18.38
3/26/2015,647.59,0.46,14.3,20.6,26.8,17.1,0.9,15.23
3/27/2015,647.56,0,6.5,13.7,21,5.3,2.31,15.62
3/28/2015,647.41,0,6.5,16.2,26,3.3,2.39,26.49
3/29/2015,647.31,0,11.1,19.4,27.7,7.9,1.11,27.95
3/30/2015,647.27,0,12,19.9,27.9,15.5,0.41,21.33
3/31/2015,646.74,0,18.7,22.1,25.6,17.5,1.33,13.14
4/1/2015,646.26,0,18.7,21.8,24.8,17.9,0.73,11.2
4/2/2015,646.22,0.72,19.9,23.8,27.8,18.6,1.17,18.95
4/3/2015,645.99,0,19.9,24.1,28.3,19.7,1.13,14.67
4/4/2015,645.58,0,16.3,21.5,26.6,15.1,1.81,14.38
4/5/2015,645.44,0.44,14.5,16.6,18.7,9.5,1.17,10.2
4/6/2015,645.74,0.26,14.5,18.8,23.1,17.5,0.24,7.64
4/7/2015,645.67,0,19.5,23.8,28,18.8,1.37,17.57
4/8/2015,644.7,0,19.8,24.7,29.7,19,1.28,20.26
4/9/2015,644.33,0,20.4,23.8,27.2,19.6,1.31,13.57
4/10/2015,644.07,0.55,19.8,24.5,29.2,19.8,0.97,16.65
4/11/2015,644.32,10.28,15.1,18.6,22.1,13.6,1.08,11.24
4/12/2015,645.12,0.85,16.8,19.5,22.1,18.7,0.71,3.99
4/13/2015,645.69,36.94,18,22,26,19.5,0.45,10.08
4/14/2015,646.3,0,18,23,28,17.1,0.75,19.58
4/15/2015,646.37,0,15.2,19.9,24.5,13,3.19,15.61
4/16/2015,646.87,0,15.4,20.4,25.4,16.8,1,13.46
4/17/2015,646.74,0.9,19.7,21.5,23.3,19.4,0.53,5.82
4/18/2015,646.79,5.19,18.9,20.8,22.7,19.2,0.97,3.77
4/19/2015,647.24,0,18.8,21.8,24.9,18.8,0.62,9.02
4/20/2015,647.45,0,15,23.1,31.2,12.8,0.88,32.42
4/21/2015,646.7,0,11.8,16.8,21.8,7.8,1.61,16.71
4/22/2015,646.31,0,13.8,19.7,25.6,15.8,1.63,15.25
4/23/2015,646.54,9.93,20.3,22.3,24.3,20.3,0.78,7.15
4/24/2015,647.23,43.15,20.7,24.8,29,22.4,0.28,12.19
4/25/2015,649.63,46.76,18.1,23.2,28.2,21.8,0.4,10.27
4/26/2015,652.18,1.12,19,25.5,32,17.6,0.81,33.84
4/27/2015,653.75,5.37,17.1,23.4,29.7,20.6,0.82,16.31
4/28/2015,653.61,0,14.2,22.2,30.2,14.1,1.71,29.36
4/29/2015,653.22,0,9.5,14.2,19,9.1,1.37,9.02
4/30/2015,652.55,0,9.6,16.9,24.3,7.6,1.6,21.27
5/1/2015,651.92,0,11.4,19,26.6,9.4,1.97,23.8
5/2/2015,651.17,0,13.2,20.2,27.2,11.9,1.86,23.03
5/3/2015,650.9,0,14.8,21,27.2,12.8,2.17,22.54
5/4/2015,650.91,0,17.2,23,28.7,16.6,1.76,23.37
5/5/2015,650.25,0,20.1,23.8,27.5,18,1.94,17.32
5/6/2015,649.73,2.41,21.2,24,26.9,19.9,1.61,14.82
5/7/2015,649.19,0,22.3,25.7,29.1,20.6,1.62,16.75
5/8/2015,649.05,0.6,22.7,25.3,28,22.1,1.25,11.24
5/9/2015,648.77,9.56,23.1,25.2,27.3,22.4,1.29,9.29
5/10/2015,648.8,0,23.7,27.1,30.6,22.1,2.49,17.34
5/11/2015,648.42,0.64,23.9,26.2,28.6,22.3,1.24,12.83
5/12/2015,648.11,0.84,19.9,23.4,27,19.6,1.75,11.06
5/13/2015,647.52,1.25,20.3,21.4,22.4,19.2,1.05,5.97
5/14/2015,647.92,21.93,18.8,20.5,22.2,19.4,0.84,3.51
5/15/2015,648.82,5.43,20.8,25.3,29.8,20.6,0.84,15.82
5/16/2015,650.22,22.32,19.6,22.7,25.7,19.4,0.74,12.02
5/17/2015,651.36,2.59,21.3,25.4,29.4,22.5,1.05,13.33
5/18/2015,652.88,23.53,19.7,23.3,27,21.7,0.85,9.87
5/19/2015,653.92,0.25,24,27.5,31.1,23,1.56,17.39
5/20/2015,654.61,0,23.1,26.8,30.5,22.1,2.13,17.5
5/21/2015,655.06,6.43,19.9,25.5,31,21.5,1.33,18.45
5/22/2015,655.24,0.29,18.1,21.1,24.2,17.3,0.88,10
5/23/2015,655.87,15.2,18.7,24,29.4,21.9,0.48,14.38
5/24/2015,656.95,91.49,18.1,24,29.9,20.7,0.57,16.16
5/25/2015,660.47,0,18.9,23.9,29,20.8,1.37,15.71
5/26/2015,661.69,2.89,21.4,25.7,30,21.5,2.07,15.83
5/27/2015,662.24,0,22.4,27.2,31.9,23,1.55,20.48
5/28/2015,662.63,0,24,28,32,22.5,1.64,22.57
5/29/2015,662.93,24.79,18.2,24.7,31.2,21.3,1.12,18.05
5/30/2015,663.39,0,19.1,24.7,30.3,20.2,1.46,19.81
5/31/2015,664.19,9.6,19.9,25.2,30.6,20.4,0.9,20.03
6/1/2015,665.33,0,18,23.2,28.5,18.3,1.18,18.1
6/2/2015,665.9,0,19.9,25,30,18.8,1.48,22.4
6/3/2015,665.68,0,21.2,26,30.8,19.1,1.44,24.02
6/4/2015,665.57,0,20.5,25.7,31,19.4,1.5,23.06
6/5/2015,665.23,0,21.8,26.5,31.3,20.1,1.47,24.06
6/6/2015,665.12,0,20.7,26.3,31.8,20,1.53,26.59
6/7/2015,665.07,0,20.7,26,31.4,19.1,2.4,25.73
6/8/2015,664.93,0,21.8,26.6,31.5,20,2,25.25
6/9/2015,664.39,0,21.8,27.1,32.4,20.4,1.86,26.47
6/10/2015,664.78,0,22.1,27.6,33.1,19.2,3.4,30.74
6/11/2015,664.58,0,23.2,27.8,32.4,20.5,2.62,25.86
6/12/2015,664.38,0,24.4,28.7,33.1,21.7,2.73,27.62
6/13/2015,664.17,0,24.9,29.1,33.3,22.2,2.66,25.89
6/14/2015,663.84,0.89,24.8,29.4,34,22.4,2.38,28.51
6/15/2015,664.44,26.65,22.6,25.6,28.6,23,1.37,9.65
6/16/2015,665.21,0.38,24,28,32.1,22.5,1.52,21.09
6/17/2015,665.82,5.86,23.3,26.7,30.2,22.3,2.18,16.83
6/18/2015,666.19,35.11,22.7,27.3,31.9,22.5,1.11,20.13
6/19/2015,667.83,36.03,23.6,26.8,29.9,23.1,1.06,13.05
6/20/2015,668.86,1.51,24.8,27.3,29.7,23.6,1.57,14.16
6/21/2015,669.92,5.41,23.3,26.4,29.5,23.4,1.62,13.88
6/22/2015,670.97,17.57,22.5,25.7,28.8,23.3,0.8,9.72
6/23/2015,671.91,1.07,25.1,27.4,29.6,23.9,1.83,12.28
6/24/2015,672.54,1.51,24.3,28.1,31.9,23.3,1.53,20.46
6/25/2015,672.92,0,23.6,27.9,32.1,22.8,1.41,21.45
6/26/2015,673.03,0,24.3,28.6,32.8,22.7,1.98,24.02
6/27/2015,672.02,0,24.2,28.6,33,22.5,2.37,25.1
6/28/2015,671.66,0,23.5,27.6,31.8,22.1,1.98,20.96
6/29/2015,671.56,0,24,28.3,32.7,22.6,1.96,23.66
6/30/2015,671.36,0,24.8,28.9,33.1,22.1,2.64,27.09
7/1/2015,670.36,12.09,22.2,27,31.9,22,1.45,20.73
7/2/2015,670.34,4.53,20.7,25.9,31.1,21.4,1.24,18.7
7/3/2015,670.48,0.19,22.1,26.9,31.7,22.1,1.8,21.15
7/4/2015,670.58,0,24.4,28.3,32.1,22.2,2.25,23.38
7/5/2015,670.35,0,23.5,28.1,32.7,22.3,2.3,24.53
7/6/2015,670.25,0,24.3,28.2,32.2,22.8,3.17,21.6
7/7/2015,669.89,0,25.1,28.8,32.6,22.3,3.79,24.82
7/8/2015,668.78,0,25.5,29,32.5,22.7,4.04,23.62
7/9/2015,668.25,0,24.2,28.4,32.6,22,2.77,25.37
7/10/2015,667.38,0,23.8,28.5,33.2,20.9,2.68,29.07
7/11/2015,667.42,0,22.9,28.3,33.6,20.8,2.28,29.86
7/12/2015,667.14,0,23.6,28.4,33.2,21,2.24,28.97
7/13/2015,667.09,0,24.5,29.3,34.1,21.5,3.21,30.38
7/14/2015,666.57,0,23.3,29,34.8,20.7,2.75,34.58
7/15/2015,666.04,0,23.6,29.3,35,20.5,2.46,34.93
7/16/2015,665.56,0,23.3,28.8,34.4,20.5,2.13,32.68
7/17/2015,664.91,0,24.6,29.5,34.4,21.2,2.51,32.1
7/18/2015,664.18,0,25.4,30.4,35.4,21.9,4.15,34.45
7/19/2015,663.62,0,25,30.3,35.6,22.3,2.86,33.63
7/20/2015,663.65,0,24.4,29.8,35.3,22.2,2.41,32.64
7/21/2015,663.13,0,23.9,29.6,35.3,21.2,2.06,35.57
7/22/2015,662.3,0,24.8,30,35.2,21.4,3.61,34.38
7/23/2015,661.57,0,25.1,30.4,35.7,22,3.9,34.76
7/24/2015,660.67,0,25.4,30.8,36.1,20.8,3.72,39.76
7/25/2015,660.06,0,24.1,29.9,35.7,21.9,2.65,35.07
7/26/2015,659.64,0,24.9,30.3,35.7,21.8,3.4,35.46
7/27/2015,659.79,0,25.7,30.9,36.1,22.7,3.93,33.77
7/28/2015,658.99,0,25.2,30.8,36.4,21.8,3.49,38.01
7/29/2015,657.85,0,24.5,30.6,36.8,21.4,2.67,40.96
7/30/2015,657.43,0,23.7,30.3,36.9,20.8,2.61,41.54
7/31/2015,656.66,0,24.8,30.8,36.8,18.9,3.71,42
8/1/2015,655.59,0,24.6,30.7,36.9,21,4.36,39.99
8/2/2015,654.96,0,23.1,29.9,36.6,17.7,5.78,44.87
8/3/2015,655.33,0,23.6,29.8,36,17.8,4.53,41.59
8/4/2015,654.41,0,25.3,30.9,36.5,19.7,4.15,43.44
8/5/2015,653.07,0,25.9,31.2,36.5,21.5,4.54,39.75
8/6/2015,651.98,0,25.6,31.4,37.1,21.1,4.61,42.54
8/7/2015,651.42,0,25.2,31.3,37.5,21.4,4.29,43.21
8/8/2015,650.63,0,25.5,31.4,37.3,21.9,4.44,41.07
8/9/2015,650.89,0,25.3,31.6,38,21.2,4.9,46.1
8/10/2015,651.23,0,25.5,31.6,37.7,21.1,4.49,45.32
8/11/2015,650.39,0,24.7,31.6,38.4,19.1,4.79,50.02
8/12/2015,649.16,0,25.4,32.3,39.3,18.8,6.16,52.88
8/13/2015,648.11,8.38,25.5,32.2,38.9,21.5,3.72,47.79
8/14/2015,648.21,0.05,25,31.5,38.1,21.3,3.92,44.15
8/15/2015,648.44,0,25.6,31.8,38,20.5,6.16,45.27
8/16/2015,648.77,0.44,23.3,29.2,35.1,19.6,4.27,37.24
8/17/2015,649.68,0,23.6,29.8,36,19.8,2.5,40.57
8/18/2015,649.4,0,24.3,29.8,35.4,20.3,2.7,37.6
8/19/2015,648.47,0,24.8,30.7,36.5,21.4,3.94,41.1
8/20/2015,647.92,0,25.7,30.9,36.2,22.3,3.82,37.41
8/21/2015,647.73,4.53,22.1,26.4,30.6,21.8,1.37,16.76
8/22/2015,648.51,1.22,23,28.1,33.1,22.4,2.46,25.97
8/23/2015,649.07,0,25.3,30.9,36.5,22.3,2.77,38.7
8/24/2015,649.54,0,24.2,30.4,36.7,21.7,2.23,39.32
8/25/2015,648.53,0,24.3,30.5,36.7,20.4,2.47,40.29
8/26/2015,647.61,0,23.8,30.7,37.7,20.3,3.6,45.82
8/27/2015,647.14,0,24.8,30.1,35.5,20.9,4.9,35.65
8/28/2015,646.35,0,21.4,28.3,35.1,17.9,4.4,37.43
8/29/2015,645.9,0,21.2,28,34.8,16,5.08,39.22
8/30/2015,646.56,0.25,21.8,28.2,34.5,17.1,5.51,37.56
8/31/2015,647.5,0,23.1,28.5,33.8,18.2,3.22,34.45
9/1/2015,646.64,0,22.8,29.1,35.4,20,2.29,40.71
9/2/2015,646.02,0,22.6,28.3,34.1,20.3,2.64,32.48
9/3/2015,645.6,0,22.9,28.6,34.2,19.9,2.8,34.06
9/4/2015,645.64,0,24,29,34,21.1,2.74,31.24
9/5/2015,644.87,0,25.1,30.4,35.6,22,3.46,36.96
9/6/2015,645.79,0,25.3,31.2,37,21.8,2.98,43.15
9/7/2015,646.22,0,25,30.9,36.8,21.7,2.33,40.49
9/8/2015,646.32,0,25.2,30.9,36.6,21,2.99,40.72
9/9/2015,644.9,0,25.4,30.8,36.2,21.5,3.92,38.87
9/10/2015,643.89,0.29,24.8,29.6,34.4,21.9,3.36,32.25
9/11/2015,645.02,36.58,24,29.5,35,22.6,1.83,33.91
9/12/2015,646.45,0,22.9,28,33.1,22.1,2.18,26.81
9/13/2015,647.15,0,19.5,26,32.4,15.1,4.33,32.82
9/14/2015,647.52,0,18.1,25.1,32.1,13.2,4.2,36.43
9/15/2015,647.12,0,18.6,25.5,32.3,16.1,2.96,34.47
9/16/2015,646.31,2.06,23.6,28.5,33.4,21.8,1.83,26.91
9/17/2015,646.06,2.04,24,27.9,31.9,22.6,1.6,21.24
9/18/2015,646.48,0.03,24.2,29.2,34.1,21.9,2.07,30.57
9/19/2015,646.11,0,24,29.5,35,21.4,2.09,34.97
9/20/2015,646.48,0,21,27.6,34.3,19.4,1.4,35.76
9/21/2015,646.94,0,21.7,27.6,33.5,19.3,2.2,33.75
9/22/2015,646.29,0,20.9,27.4,33.8,17.5,3.07,35.51
9/23/2015,646.51,0,20.1,27.3,34.4,18.4,2.07,36.11
9/24/2015,646.33,0,19.3,26.4,33.6,15,2.06,38.14
9/25/2015,646.09,0,19.7,26.3,32.9,15.8,4.32,34.81
9/26/2015,646.27,1.9,19.8,26.5,33.2,17.9,2.52,33.02
9/27/2015,647.71,0,18.6,26.3,34.1,16.2,2.36,38.52
9/28/2015,648.56,0,19,26.1,33.2,15.5,2.93,36.27
9/29/2015,648.2,0,19.1,25.7,32.3,16.2,2.91,32.31
9/30/2015,647.35,0,19.7,26.8,33.9,17.2,3.9,34.9
10/1/2015,646.53,0,20.5,27.7,34.8,16.2,5.87,38.75
10/2/2015,645.25,0,21.1,28.2,35.3,14.8,6.94,40.73
10/3/2015,644.97,0,16.5,24.2,31.9,10.3,8.66,33.23
10/4/2015,645.53,0,16,23.3,30.5,7.3,6.48,34.15
10/5/2015,646.22,0,17.3,23.9,30.6,8.5,7.42,33.77
10/6/2015,645.41,0,17.6,23.5,29.3,10.9,6.36,28.57
10/7/2015,644.53,0,17.8,24.7,31.6,12.2,5.7,32.79
10/8/2015,644.25,0,18.6,25.1,31.5,17.1,1.8,28.53
10/9/2015,644.07,0,21,26.2,31.4,19.8,2.15,25.97
10/10/2015,644.35,0.42,20.8,25.2,29.6,18.3,3.09,21.77
10/11/2015,645.27,0,18.8,25.6,32.5,15.9,4.08,31.03
10/12/2015,645.9,0,18.9,26.3,33.7,17.5,2.37,34.31
10/13/2015,645.34,0,21.2,28.5,35.8,19.9,1.53,37.68
10/14/2015,644,0,14.8,24.8,34.7,4,7.97,48.47
10/15/2015,643.48,0,15.3,25.2,35,8.9,2.64,47.98
10/16/2015,643.15,0,16.7,25.1,33.5,14.4,1.88,37.8
10/17/2015,642.89,0,16.1,24.2,32.3,13.5,1.92,34.53
10/18/2015,643.67,0,15.7,23.5,31.3,9.7,3.63,34.04
10/19/2015,644.07,0,13.2,21.1,29,6.3,3.28,31.35
10/20/2015,643.6,0,13.7,21.6,29.4,11.1,2.6,28.96
10/21/2015,642.81,0,15.4,22.8,30.2,16.3,2.31,27.12
10/22/2015,643.21,0.42,22.9,27.2,31.4,20.3,1.62,25.16
10/23/2015,643.9,6.94,23.4,24.9,26.4,22.6,1.26,7.1
10/24/2015,644.9,57.51,23.7,27.4,31.1,23.1,0.68,21.7
10/25/2015,648.59,43.22,15.1,18.8,22.4,16.7,0.88,4.47
10/26/2015,651.05,0.06,14.6,18.4,22.3,13,2.22,10.86
10/27/2015,651.5,0,13.2,19.6,26.1,12.2,1.73,19.07
10/28/2015,651.62,0,13.4,21.1,28.7,11.6,2,27.28
10/29/2015,651.68,0,11.3,19.8,28.4,8.8,2.1,27.78
10/30/2015,651.44,40.59,12.3,19,25.8,16.1,1.19,18.25
10/31/2015,654.65,26.91,19.1,23.2,27.2,22.2,0.72,9.84
11/1/2015,657.63,17.87,16.5,21.8,27.2,17,1.2,16.99
11/2/2015,658.46,0,12.1,18.8,25.6,11.9,0.94,21.84
11/3/2015,659.01,0,12,20,28,12.6,0.65,25.23
11/4/2015,659.67,0,14.2,20.9,27.6,15.6,0.34,22.68
11/5/2015,660.32,1.07,19.4,22.8,26.2,20.5,1.15,12.41
11/6/2015,660.57,0.58,19.3,24.7,30,21.2,1.56,19.04
11/7/2015,660.71,4.14,15.9,19,22.1,11.2,2.33,15.45
11/8/2015,661.41,0.64,12.3,15,17.7,11.2,1.9,6.15
11/9/2015,661.98,0,11.8,16.5,21.2,8.3,2.68,13.43
11/10/2015,661.81,0,12,17.6,23.2,12.7,2.66,14.1
11/11/2015,661.21,0,19.2,21.5,23.8,19.6,2.13,6.99
11/12/2015,661.21,0,16.4,23.1,29.7,13.5,2.62,19.84
11/13/2015,660.93,0,15.7,18.6,21.4,3.3,10.2,18.9
11/14/2015,660.81,0,14.3,16.5,18.7,4.6,6.71,13.97
11/15/2015,661.07,0,13.2,15.5,17.9,8.7,3.22,10.34
11/16/2015,661.33,0,14.2,18.3,22.5,15.8,1.42,9.31
11/17/2015,661.37,4.54,19.6,22.4,25.2,20.7,1.3,6.55
11/18/2015,661.5,2.54,6.3,14.3,22.3,4.7,0.94,18.75
11/19/2015,661.29,0,5.6,14.7,23.8,4.5,1.27,22.88
11/20/2015,661.18,0,8.2,17.2,26.1,10.3,1.03,21.34
11/21/2015,661.12,0,11.1,17.9,24.7,15.1,0.75,15.8
11/22/2015,661.5,0,3,11.4,19.8,1.2,1.41,14.5
11/23/2015,661.58,0,0.5,7.9,15.2,-1.9,0.98,12.6
11/24/2015,661.25,0,0.3,8.8,17.2,2.3,0.81,14.01
11/25/2015,660.99,0.01,11.1,15,18.8,13.2,1.06,7.17
11/26/2015,660.69,2.7,17.7,20.4,23.1,18.5,0.52,6.31
11/27/2015,660.62,3.93,20.4,23.1,25.8,21.1,1.07,9.61
11/28/2015,661.1,50.95,6.1,15.6,25.2,13.8,0.29,6.56
11/29/2015,663.32,1.1,5.9,6.8,7.6,5,0.5,2.03
11/30/2015,664.36,0.56,6.8,8.4,10,7,0.49,2.28
12/1/2015,664.78,0,8.7,11.6,14.5,8.6,0.81,4.93
12/2/2015,665.24,0,7.6,11.3,14.9,6.4,1.08,8.92
12/3/2015,665.07,0,3.9,12.2,20.5,4.3,0.78,15.06
12/4/2015,664.94,0,3,10.1,17.3,2.4,0.82,12.47
12/5/2015,665.09,0,2.6,10,17.4,3.1,0.7,12.26
12/6/2015,665.35,0,4.6,11.6,18.7,6,0.79,11.57
12/7/2015,665.52,0,6,14,22,7.6,0.98,15.15
12/8/2015,665.22,0,5.5,13.3,21,5.4,0.91,16.44
12/9/2015,665.21,0,6.3,14.8,23.3,9.3,0.6,16.27
12/10/2015,665.07,0,8.5,16.9,25.3,12.4,0.4,18.64
12/11/2015,665.45,0,10.6,17.7,24.8,13.5,0.24,14.89
12/12/2015,666.16,0.24,13.9,20.3,26.6,17.9,0.29,15.47
12/13/2015,665.81,22.4,10.8,17.3,23.7,17.3,0.55,5.89
12/14/2015,666.21,0.48,5.6,12.4,19.2,5.4,1.02,15.48
12/15/2015,666.37,0,5.2,14.5,23.8,6.8,0.36,21.79
12/16/2015,666.48,0,14.2,18.8,23.3,10.6,1.19,13.04
12/17/2015,666.44,0,4,11.1,18.3,-1.7,2.28,16.27
12/18/2015,666.14,0,3.3,11,18.7,-1.1,2.34,15.82
12/19/2015,666.04,0,0.7,8,15.4,-0.8,0.89,12.09
12/20/2015,666.24,0,0.6,10,19.4,7.6,0.44,12.13
12/21/2015,666.4,0.21,11.7,16.3,20.9,15.1,0.46,7.63
12/22/2015,666.55,0,8.9,16.1,23.3,13.8,0.4,10.57
12/23/2015,666.48,0,9.1,17.4,25.8,15.7,0.57,17.38
12/24/2015,666.18,0,10.1,18.9,27.7,8.9,0.32,29.16
12/25/2015,666,0,9.3,16.5,23.6,14.1,0.3,10.75
12/26/2015,666.25,0,15.5,19.3,23.2,17.1,1.49,6.45
12/27/2015,666.73,2.48,16.4,21.5,26.5,20.4,1.8,8.29
12/28/2015,666.76,16.22,3.4,8.2,13.1,2.8,0.74,3.15
12/29/2015,666.71,0,3.5,6.9,10.4,-0.3,1.48,6.6
12/30/2015,666.68,1.82,3.1,6.6,10.2,3.9,0.73,5.12
12/31/2015,666.91,0,6.1,10.6,15,6,1.11,7.66
1/1/2016,666.7,1.44,7.1,10,13,3.8,1.86,6.93
1/2/2016,666.37,9.76,5.4,7.3,9.1,2.9,0.81,4.69
1/3/2016,666.69,18.9,4.2,5,5.7,3.5,0.5,2.01
1/4/2016,667.7,0,2.8,9.5,16.1,4.3,0.61,9.91
1/5/2016,667.55,0,2.4,9,15.6,0.5,1.3,11.68
1/6/2016,667.56,0.47,4.2,8.3,12.4,6.3,0.69,5.48
1/7/2016,667.68,1.74,8.8,10.7,12.6,10.2,0.25,1.51
1/8/2016,667.94,0,5.2,13.5,21.7,9.1,0.24,14.47
1/9/2016,667.77,0,5.8,12.5,19.2,7.5,0.28,11.68
1/10/2016,668.2,0,1.9,8.5,15.2,-0.4,1.96,10.81
1/11/2016,668.74,0,0.4,5.9,11.4,-1.6,1.32,8.11
1/12/2016,668.5,0,1.2,7.1,13,0.9,0.46,7.94
1/13/2016,668.41,0,1.4,9.8,18.1,2.6,0.36,13.55
1/14/2016,667.41,0,2,10,18,5.5,0.44,11.72
1/15/2016,667.66,0,8,14.3,20.6,10.8,0.31,9.86
1/16/2016,667.82,0,5.1,13.9,22.7,1.3,0.95,22.48
1/17/2016,667.69,0.05,0.3,10.4,20.5,1.6,0.72,18.1
1/18/2016,667.83,0,0.1,6.8,13.4,0.4,0.42,9.11
1/19/2016,667.4,0,1.3,9.2,17.1,4.7,0.26,11.02
1/20/2016,667.08,0,3.9,12.4,21,9.7,0.04,11.89
1/21/2016,666.76,0.66,9.6,12.2,14.8,9.6,0.11,4.92
1/22/2016,666.76,0.28,5.2,12.9,20.5,3.2,0.14,15.03
1/23/2016,666.41,0,0.3,7.8,15.4,-1.8,1.12,12.24
1/24/2016,666.51,0,-0.6,7.2,15,-0.7,0.7,11.36
1/25/2016,666.83,0,0.7,10.9,21,9,0.28,13.02
1/26/2016,666.33,0,10.4,16.5,22.7,9.4,0.34,14.44
1/27/2016,666.01,3.84,5.1,8.5,12,1.8,1.22,7.37
1/28/2016,666.07,0,-0.3,7.3,14.8,-1.9,0.78,12.36
1/29/2016,666.05,0,-0.1,10.6,21.3,0.7,0.74,19.11
1/30/2016,666.21,0,3,13.3,23.6,1.4,1.33,22.95
1/31/2016,666.5,0,4.5,14.3,24.2,9.1,0.26,19.68
2/1/2016,666.37,0,8.2,18.2,28.2,9.9,0.46,27.87
2/2/2016,665.83,0,8.6,17.7,26.7,10.1,0.26,20.76
2/3/2016,665.54,0,6.9,14.4,21.9,-2.4,5.04,21.17
2/4/2016,665.28,0,0.7,8.1,15.5,-4,2.29,13.11
2/5/2016,664.98,0,-0.3,7.3,15,-5.2,1.67,13.21
2/6/2016,664.81,0,0,8.3,16.7,0.9,1.1,13.09
2/7/2016,664.99,0,-0.7,8.2,17.1,-4.7,1.02,15.95
2/8/2016,665,0,-0.8,9.5,19.8,-0.8,0.87,17.54
